"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","112","test_register_user","test","Mon Jan 19 00:17:49 UTC 2026","failed","Mon Jan 19 00:17:49 UTC 2026","","test_a","",""
"","1","test_true","test","Mon Jan 19 00:17:49 UTC 2026","failed","Mon Jan 19 00:17:49 UTC 2026","","test_a","",""
